instrument_name,currency,expiry_date,strike,option_type,spot_price,mark_price,mark_iv,time_to_expiry_years
BTC-29APR26-71000-P,BTC,2026-04-29 00:00:00+00:00,71000.0,P,77532.46,31.012984000000003,0.4707,0.00807529634563465
BTC-29APR26-72000-C,BTC,2026-04-29 00:00:00+00:00,72000.0,C,77532.46,5566.830628000001,0.43729999999999997,0.008075289115743909
BTC-29APR26-72000-P,BTC,2026-04-29 00:00:00+00:00,72000.0,P,77532.46,46.519476,0.43729999999999997,0.008075281870864705
BTC-29APR26-73000-C,BTC,2026-04-29 00:00:00+00:00,73000.0,C,77532.46,4589.9216320000005,0.4029,0.008075274686446372
BTC-29APR26-73000-P,BTC,2026-04-29 00:00:00+00:00,73000.0,P,77532.46,69.77921400000001,0.4029,0.008075267550447436
BTC-29APR26-74000-C,BTC,2026-04-29 00:00:00+00:00,74000.0,C,77532.46,3651.7788660000006,0.38020000000000004,0.0080752593908282
BTC-29APR26-74000-P,BTC,2026-04-29 00:00:00+00:00,74000.0,P,77532.46,124.05193600000001,0.38020000000000004,0.008075249482533525
BTC-29APR26-74500-C,BTC,2026-04-29 00:00:00+00:00,74500.0,C,77532.46,3194.3373520000005,0.3701,0.008075241436072453
BTC-29APR26-74500-P,BTC,2026-04-29 00:00:00+00:00,74500.0,P,77532.46,170.57141200000004,0.3701,0.008075234051829036
BTC-29APR26-75000-C,BTC,2026-04-29 00:00:00+00:00,75000.0,C,77532.46,2752.40233,0.3618,0.008075227051518493
BTC-29APR26-75000-P,BTC,2026-04-29 00:00:00+00:00,75000.0,P,77532.46,232.59738000000002,0.3618,0.008075219800143231
BTC-29APR26-75500-C,BTC,2026-04-29 00:00:00+00:00,75500.0,C,77532.63,2341.485426,0.3552,0.008075212233598247
BTC-29APR26-75500-P,BTC,2026-04-29 00:00:00+00:00,75500.0,P,77532.63,317.88378300000005,0.3552,0.00807520457709078
BTC-29APR26-76000-C,BTC,2026-04-29 00:00:00+00:00,76000.0,C,77532.63,1946.0690130000003,0.3483,0.008075197467424645
BTC-29APR26-76000-P,BTC,2026-04-29 00:00:00+00:00,76000.0,P,77532.63,426.429465,0.3483,0.008075190429563719
BTC-29APR26-76500-C,BTC,2026-04-29 00:00:00+00:00,76500.0,C,77532.63,1604.925441,0.3471,0.008075182071577054
BTC-29APR26-76500-P,BTC,2026-04-29 00:00:00+00:00,76500.0,P,77532.63,581.494725,0.3471,0.008075175040655818
BTC-29APR26-77000-C,BTC,2026-04-29 00:00:00+00:00,77000.0,C,77532.63,1294.794921,0.3472,0.00807516784318199
BTC-29APR26-77000-P,BTC,2026-04-29 00:00:00+00:00,77000.0,P,77532.63,775.3263000000001,0.3472,0.008075160335925419
BTC-29APR26-77500-C,BTC,2026-04-29 00:00:00+00:00,77500.0,C,77532.58,1031.1833139999999,0.34869999999999995,0.0080751529083327
BTC-29APR26-77500-P,BTC,2026-04-29 00:00:00+00:00,77500.0,P,77532.58,1007.92354,0.34869999999999995,0.008075145771795068
BTC-29APR26-78000-C,BTC,2026-04-29 00:00:00+00:00,78000.0,C,77532.58,806.338832,0.34909999999999997,0.008075138335329683
BTC-29APR26-78000-P,BTC,2026-04-29 00:00:00+00:00,78000.0,P,77532.58,1287.0408280000001,0.34909999999999997,0.008075131178701803
BTC-29APR26-78500-C,BTC,2026-04-29 00:00:00+00:00,78500.0,C,77532.58,612.5073820000001,0.34909999999999997,0.00807512330985246
BTC-29APR26-78500-P,BTC,2026-04-29 00:00:00+00:00,78500.0,P,77532.58,1589.4178900000002,0.34909999999999997,0.008075116204654346
BTC-29APR26-79000-C,BTC,2026-04-29 00:00:00+00:00,79000.0,C,77532.58,465.19548000000003,0.3505,0.008075108596534592
BTC-29APR26-79000-P,BTC,2026-04-29 00:00:00+00:00,79000.0,P,77532.58,1938.3145000000002,0.3505,0.00807510109007022
BTC-29APR26-79500-C,BTC,2026-04-29 00:00:00+00:00,79500.0,C,77532.58,341.14335200000005,0.35369999999999996,0.008075093890409916
BTC-29APR26-79500-P,BTC,2026-04-29 00:00:00+00:00,79500.0,P,77532.58,2325.9773999999998,0.35369999999999996,0.008075086151925369
BTC-29APR26-80000-C,BTC,2026-04-29 00:00:00+00:00,80000.0,C,77532.58,255.857514,0.3578,0.008075078547734937
BTC-29APR26-80000-P,BTC,2026-04-29 00:00:00+00:00,80000.0,P,77532.58,2736.900074,0.3578,0.008075071244644712
BTC-29APR26-80500-C,BTC,2026-04-29 00:00:00+00:00,80500.0,C,77532.58,193.83145000000002,0.3655,0.008075064120433746
BTC-29APR26-80500-P,BTC,2026-04-29 00:00:00+00:00,80500.0,P,77532.58,3171.082522,0.3655,0.008075057005222198
BTC-29APR26-81000-C,BTC,2026-04-29 00:00:00+00:00,81000.0,C,77532.58,147.311902,0.3735,0.008075049861523057
BTC-29APR26-81000-P,BTC,2026-04-29 00:00:00+00:00,81000.0,P,77532.58,3620.771486,0.3735,0.008075042585240956
BTC-29APR26-82000-C,BTC,2026-04-29 00:00:00+00:00,82000.0,C,77532.58,85.28583800000001,0.3922,0.008075035330696884
BTC-29APR26-82000-P,BTC,2026-04-29 00:00:00+00:00,82000.0,P,77532.58,4566.668962,0.3922,0.008075028136455244
BTC-29APR26-83000-C,BTC,2026-04-29 00:00:00+00:00,83000.0,C,77532.58,54.272806,0.4157,0.008075020528842496
BTC-29APR26-83000-P,BTC,2026-04-29 00:00:00+00:00,83000.0,P,77532.58,5535.826212000001,0.4157,0.0080750129689837
BTC-29APR26-84000-C,BTC,2026-04-29 00:00:00+00:00,84000.0,C,77532.58,38.766290000000005,0.44,0.008075005478458437
BTC-29APR26-84000-P,BTC,2026-04-29 00:00:00+00:00,84000.0,P,77532.58,6512.736720000001,0.44,0.008074998029000939
BTC-29APR26-85000-C,BTC,2026-04-29 00:00:00+00:00,85000.0,C,77532.58,23.259774,0.4643,0.008074990661203641
BTC-29APR26-85000-P,BTC,2026-04-29 00:00:00+00:00,85000.0,P,77532.58,7505.153744,0.4643,0.00807498378926154
BTC-29APR26-86000-C,BTC,2026-04-29 00:00:00+00:00,86000.0,C,77532.58,15.506516000000001,0.4989,0.008074976329251908
BTC-29APR26-86000-P,BTC,2026-04-29 00:00:00+00:00,86000.0,P,77532.58,8497.570768,0.4988,0.008074968958475929
BTC-29APR26-87000-C,BTC,2026-04-29 00:00:00+00:00,87000.0,C,77532.58,15.506516000000001,0.5234000000000001,0.00807496179617588
BTC-29APR26-87000-P,BTC,2026-04-29 00:00:00+00:00,87000.0,P,77532.58,9489.987792,0.5234000000000001,0.008074954759424038
BTC-1MAY26-60000-C,BTC,2026-05-01 00:00:00+00:00,60000.0,C,77505.04,17516.13904,0.8020999999999999,0.013550649141949958
BTC-1MAY26-60000-P,BTC,2026-05-01 00:00:00+00:00,60000.0,P,77505.16,7.750516000000001,0.8020999999999999,0.013550642195667604
BTC-1MAY26-64000-C,BTC,2026-05-01 00:00:00+00:00,64000.0,C,77505.16,13524.65042,0.672,0.013550635337256318
BTC-1MAY26-64000-P,BTC,2026-05-01 00:00:00+00:00,64000.0,P,77505.04,15.501007999999999,0.672,0.013550628136898876
BTC-1MAY26-65000-C,BTC,2026-05-01 00:00:00+00:00,65000.0,C,77505.16,12524.833856,0.6331,0.013550620363082109
BTC-1MAY26-65000-P,BTC,2026-05-01 00:00:00+00:00,65000.0,P,77504.66,15.500932,0.6331,0.013550613233959488
BTC-1MAY26-66000-C,BTC,2026-05-01 00:00:00+00:00,66000.0,C,77503.2,11532.476159999998,0.6117,0.013550605757250235
BTC-1MAY26-66000-P,BTC,2026-05-01 00:00:00+00:00,66000.0,P,77503.2,23.250959999999996,0.6117,0.013550598213045351
BTC-1MAY26-68000-C,BTC,2026-05-01 00:00:00+00:00,68000.0,C,77503.2,9540.64392,0.5412,0.013550590851078664
BTC-1MAY26-68000-P,BTC,2026-05-01 00:00:00+00:00,68000.0,P,77503.2,38.751599999999996,0.5412,0.013550583582908714
BTC-1MAY26-69000-C,BTC,2026-05-01 00:00:00+00:00,69000.0,C,77503.16,8556.348864,0.5105,0.013550576390948615
BTC-1MAY26-69000-P,BTC,2026-05-01 00:00:00+00:00,69000.0,P,77503.16,54.252212,0.5105,0.013550569168409512
BTC-1MAY26-70000-C,BTC,2026-05-01 00:00:00+00:00,70000.0,C,77502.61,7572.004997,0.48479999999999995,0.013550562225644536
BTC-1MAY26-70000-P,BTC,2026-05-01 00:00:00+00:00,70000.0,P,77503.16,69.752844,0.48479999999999995,0.013550554596071945
BTC-1MAY26-71000-C,BTC,2026-05-01 00:00:00+00:00,71000.0,C,77502.61,6603.222372,0.46130000000000004,0.013550547518474154
BTC-1MAY26-71000-P,BTC,2026-05-01 00:00:00+00:00,71000.0,P,77502.56,100.753328,0.46130000000000004,0.01355054035943798
BTC-1MAY26-72000-C,BTC,2026-05-01 00:00:00+00:00,72000.0,C,77502.61,5649.940269000001,0.4407,0.013550533233547544
BTC-1MAY26-72000-P,BTC,2026-05-01 00:00:00+00:00,72000.0,P,77502.56,147.254864,0.4407,0.013550526183201511
BTC-1MAY26-73000-C,BTC,2026-05-01 00:00:00+00:00,73000.0,C,77502.56,4735.406416,0.42560000000000003,0.013550518943677594
BTC-1MAY26-73000-P,BTC,2026-05-01 00:00:00+00:00,73000.0,P,77502.6,232.50780000000003,0.42560000000000003,0.013550511699875782
BTC-1MAY26-74000-C,BTC,2026-05-01 00:00:00+00:00,74000.0,C,77502.31,3859.6150379999995,0.41240000000000004,0.013550503525268083
BTC-1MAY26-74000-P,BTC,2026-05-01 00:00:00+00:00,74000.0,P,77502.31,356.510626,0.41240000000000004,0.013550496161146603
BTC-1MAY26-75000-C,BTC,2026-05-01 00:00:00+00:00,75000.0,C,77502.31,3045.840783,0.4014,0.013550489108994345
BTC-1MAY26-75000-P,BTC,2026-05-01 00:00:00+00:00,75000.0,P,77502.6,542.5182000000001,0.4014,0.013550481599075976
BTC-1MAY26-76000-C,BTC,2026-05-01 00:00:00+00:00,76000.0,C,77502.6,2317.32774,0.3926,0.013550474277891857
BTC-1MAY26-76000-P,BTC,2026-05-01 00:00:00+00:00,76000.0,P,77502.6,813.7773000000001,0.3926,0.013550467224598831
BTC-1MAY26-77000-C,BTC,2026-05-01 00:00:00+00:00,77000.0,C,77502.6,1705.0572,0.3889,0.013550459781890891
BTC-1MAY26-77000-P,BTC,2026-05-01 00:00:00+00:00,77000.0,P,77502.6,1201.2903000000001,0.3889,0.013550452099335817
BTC-1MAY26-78000-C,BTC,2026-05-01 00:00:00+00:00,78000.0,C,77502.6,1201.2903000000001,0.3858,0.013550444803026845
BTC-1MAY26-78000-P,BTC,2026-05-01 00:00:00+00:00,78000.0,P,77502.6,1705.0572,0.3858,0.013550437827052756
BTC-1MAY26-79000-C,BTC,2026-05-01 00:00:00+00:00,79000.0,C,77502.6,813.7773000000001,0.3825,0.013550429719306919
BTC-1MAY26-79000-P,BTC,2026-05-01 00:00:00+00:00,79000.0,P,77502.3,2309.56854,0.3825,0.013550422172820495
BTC-1MAY26-80000-C,BTC,2026-05-01 00:00:00+00:00,80000.0,C,77502.6,519.26742,0.3809,0.0135504151973851
BTC-1MAY26-80000-P,BTC,2026-05-01 00:00:00+00:00,80000.0,P,77502.3,3022.5897,0.3809,0.013550407772168985
BTC-1MAY26-81000-C,BTC,2026-05-01 00:00:00+00:00,81000.0,C,77502.6,341.01144000000005,0.3874,0.01355040040665323
BTC-1MAY26-81000-P,BTC,2026-05-01 00:00:00+00:00,81000.0,P,77502.3,3836.36385,0.3874,0.013550392880669
BTC-1MAY26-82000-C,BTC,2026-05-01 00:00:00+00:00,82000.0,C,77502.3,209.25621,0.39159999999999995,0.013550385738459198
BTC-1MAY26-82000-P,BTC,2026-05-01 00:00:00+00:00,82000.0,P,77502.3,4712.13984,0.39159999999999995,0.013550378499822548
BTC-1MAY26-83000-C,BTC,2026-05-01 00:00:00+00:00,83000.0,C,77502.3,131.75391,0.40009999999999996,0.01355037104301341
BTC-1MAY26-83000-P,BTC,2026-05-01 00:00:00+00:00,83000.0,P,77502.31,5634.417937,0.40009999999999996,0.01355036364311608
BTC-1MAY26-84000-C,BTC,2026-05-01 00:00:00+00:00,84000.0,C,77502.37,85.252607,0.40950000000000003,0.013550355819517326
BTC-1MAY26-84000-P,BTC,2026-05-01 00:00:00+00:00,84000.0,P,77502.37,6579.951213,0.40950000000000003,0.013550348416989886
BTC-1MAY26-85000-C,BTC,2026-05-01 00:00:00+00:00,85000.0,C,77502.31,54.251616999999996,0.4239,0.01355034133685705
BTC-1MAY26-85000-P,BTC,2026-05-01 00:00:00+00:00,85000.0,P,77502.31,7556.475225,0.4239,0.01355033382243897
BTC-1MAY26-86000-C,BTC,2026-05-01 00:00:00+00:00,86000.0,C,77502.37,38.751185,0.4399,0.013550326232793366
BTC-1MAY26-86000-P,BTC,2026-05-01 00:00:00+00:00,86000.0,P,77502.37,8540.761174,0.4399,0.013550319099171041
BTC-1MAY26-87000-C,BTC,2026-05-01 00:00:00+00:00,87000.0,C,77502.37,31.000948,0.4594,0.013550311683778234
BTC-1MAY26-87000-P,BTC,2026-05-01 00:00:00+00:00,87000.0,P,77502.37,9525.041272999999,0.4594,0.013550304069637743
BTC-1MAY26-90000-C,BTC,2026-05-01 00:00:00+00:00,90000.0,C,77502.37,15.500474,0.5149,0.013550296696421783
BTC-1MAY26-90000-P,BTC,2026-05-01 00:00:00+00:00,90000.0,P,77502.37,12508.882517999999,0.5149,0.013550289427079372
BTC-8MAY26-65000-C,BTC,2026-05-08 00:00:00+00:00,65000.0,C,77504.48,12594.478,0.5268999999999999,0.032715237527156694
BTC-8MAY26-65000-P,BTC,2026-05-08 00:00:00+00:00,65000.0,P,77504.67,93.00560399999999,0.5268999999999999,0.03271523010723249
BTC-8MAY26-66000-C,BTC,2026-05-08 00:00:00+00:00,66000.0,C,77504.48,11617.921552,0.5088,0.03271522282391563
BTC-8MAY26-66000-P,BTC,2026-05-08 00:00:00+00:00,66000.0,P,77504.67,116.257005,0.5088,0.03271521581942226
BTC-8MAY26-68000-C,BTC,2026-05-08 00:00:00+00:00,68000.0,C,77504.67,9688.08375,0.4727,0.03271520869584506
BTC-8MAY26-68000-P,BTC,2026-05-08 00:00:00+00:00,68000.0,P,77504.71,178.26083300000002,0.4727,0.03271520168536264
BTC-8MAY26-70000-C,BTC,2026-05-08 00:00:00+00:00,70000.0,C,77504.67,7804.7202689999995,0.44420000000000004,0.032715194362372295
BTC-8MAY26-70000-P,BTC,2026-05-08 00:00:00+00:00,70000.0,P,77504.67,302.268213,0.44420000000000004,0.03271518725422719
BTC-8MAY26-71000-C,BTC,2026-05-08 00:00:00+00:00,71000.0,C,77504.71,6905.669661000001,0.4339,0.032715180250240825
BTC-8MAY26-71000-P,BTC,2026-05-08 00:00:00+00:00,71000.0,P,77504.67,403.02428399999997,0.4339,0.03271517295326641
BTC-8MAY26-72000-C,BTC,2026-05-08 00:00:00+00:00,72000.0,C,77504.67,6029.863326,0.4211,0.032715165732501834
BTC-8MAY26-72000-P,BTC,2026-05-08 00:00:00+00:00,72000.0,P,77504.71,527.032028,0.4211,0.032715158523366795
BTC-8MAY26-73000-C,BTC,2026-05-08 00:00:00+00:00,73000.0,C,77504.67,5200.563357,0.4133,0.0327151511177973
BTC-8MAY26-73000-P,BTC,2026-05-08 00:00:00+00:00,73000.0,P,77504.71,697.54239,0.4133,0.032715143967475345
BTC-8MAY26-74000-C,BTC,2026-05-08 00:00:00+00:00,74000.0,C,77504.71,4402.267528,0.4007,0.032715136688563136
BTC-8MAY26-74000-P,BTC,2026-05-08 00:00:00+00:00,74000.0,P,77504.67,891.3037049999999,0.4007,0.032715129502750524
BTC-8MAY26-75000-C,BTC,2026-05-08 00:00:00+00:00,75000.0,C,77504.71,3673.723254,0.3933,0.03271512245351357
BTC-8MAY26-75000-P,BTC,2026-05-08 00:00:00+00:00,75000.0,P,77504.67,1162.57005,0.3933,0.03271511541549421
BTC-8MAY26-76000-C,BTC,2026-05-08 00:00:00+00:00,76000.0,C,77504.67,3014.931663,0.3886,0.03271510832338327
BTC-8MAY26-76000-P,BTC,2026-05-08 00:00:00+00:00,76000.0,P,77504.67,1511.341065,0.3886,0.032715101331786955
BTC-8MAY26-77000-C,BTC,2026-05-08 00:00:00+00:00,77000.0,C,77504.67,2410.3952369999997,0.3799,0.03271509408795346
BTC-8MAY26-77000-P,BTC,2026-05-08 00:00:00+00:00,77000.0,P,77504.71,1906.615866,0.3799,0.0327150867376163
BTC-8MAY26-78000-C,BTC,2026-05-08 00:00:00+00:00,78000.0,C,77504.98,1898.87201,0.3754,0.032715079658719295
BTC-8MAY26-78000-P,BTC,2026-05-08 00:00:00+00:00,78000.0,P,77505.06,2394.9063539999997,0.3754,0.032715072611256876
BTC-8MAY26-79000-C,BTC,2026-05-08 00:00:00+00:00,79000.0,C,77505.06,1464.845634,0.3716,0.032715065528177045
BTC-8MAY26-79000-P,BTC,2026-05-08 00:00:00+00:00,79000.0,P,77505.06,2960.693292,0.3716,0.03271505822904784
BTC-8MAY26-80000-C,BTC,2026-05-08 00:00:00+00:00,80000.0,C,77505.06,1085.07084,0.36469999999999997,0.03271505068012143
BTC-8MAY26-80000-P,BTC,2026-05-08 00:00:00+00:00,80000.0,P,77504.98,3580.730076,0.36469999999999997,0.03271504327068598
BTC-8MAY26-81000-C,BTC,2026-05-08 00:00:00+00:00,81000.0,C,77505.06,806.0526239999999,0.3641,0.032715036239257735
BTC-8MAY26-81000-P,BTC,2026-05-08 00:00:00+00:00,81000.0,P,77504.98,4301.52639,0.3641,0.03271502888302659
BTC-8MAY26-82000-C,BTC,2026-05-08 00:00:00+00:00,82000.0,C,77504.98,573.536852,0.3604,0.03271502190008112
BTC-8MAY26-82000-P,BTC,2026-05-08 00:00:00+00:00,82000.0,P,77504.98,5068.825691999999,0.3604,0.0327150148624737
BTC-8MAY26-84000-C,BTC,2026-05-08 00:00:00+00:00,84000.0,C,77505.06,286.768722,0.3608,0.03271500724659036
BTC-8MAY26-84000-P,BTC,2026-05-08 00:00:00+00:00,84000.0,P,77504.98,6781.68575,0.3608,0.0327149999031612
BTC-8MAY26-85000-C,BTC,2026-05-08 00:00:00+00:00,85000.0,C,77505.06,201.51315599999998,0.36210000000000003,0.0327149932086724
BTC-8MAY26-85000-P,BTC,2026-05-08 00:00:00+00:00,85000.0,P,77504.95,7696.241535,0.36210000000000003,0.032714985422940907
BTC-8MAY26-86000-C,BTC,2026-05-08 00:00:00+00:00,86000.0,C,77504.95,139.50891,0.3654,0.03271497839636094
BTC-8MAY26-86000-P,BTC,2026-05-08 00:00:00+00:00,86000.0,P,77504.95,8634.05143,0.3654,0.03271497104367886
BTC-8MAY26-90000-C,BTC,2026-05-08 00:00:00+00:00,90000.0,C,77504.95,46.50297,0.3978,0.03271496407014476
BTC-8MAY26-90000-P,BTC,2026-05-08 00:00:00+00:00,90000.0,P,77504.95,12540.30091,0.3978,0.03271495685289756
BTC-15MAY26-65000-C,BTC,2026-05-15 00:00:00+00:00,65000.0,C,77520.44,12736.608292,0.4968,0.05187990553613076
BTC-15MAY26-65000-P,BTC,2026-05-15 00:00:00+00:00,65000.0,P,77520.4,217.05711999999997,0.4968,0.051879898599196395
BTC-15MAY26-70000-C,BTC,2026-05-15 00:00:00+00:00,70000.0,C,77520.44,8124.142112,0.4379,0.05187989103119375
BTC-15MAY26-70000-P,BTC,2026-05-15 00:00:00+00:00,70000.0,P,77520.4,604.6591199999999,0.4379,0.05187988335450098
BTC-15MAY26-72000-C,BTC,2026-05-15 00:00:00+00:00,72000.0,C,77520.4,6434.1932,0.41850000000000004,0.05187987631987223
BTC-15MAY26-72000-P,BTC,2026-05-15 00:00:00+00:00,72000.0,P,77520.4,914.7407199999999,0.41850000000000004,0.05187986930054884
BTC-15MAY26-74000-C,BTC,2026-05-15 00:00:00+00:00,74000.0,C,77519.8833,4914.76060122,0.4054,0.0518798619030915
BTC-15MAY26-74000-P,BTC,2026-05-15 00:00:00+00:00,74000.0,P,77519.8833,1395.3578994,0.4054,0.051879853979041504
