instrument,currency,option_type,strike,spot,moneyness,time_to_expiry,expiry_bucket,market_price,bs_price,mc_price,heston_price,best_model,best_model_pct_error,bs_pct_error,mc_pct_error,heston_pct_error
BTC-26JUN26-170000-C,BTC,C,170000.0,77653.12,2.189223047316064,0.16686809422034626,medium,7.765312,11.961063511593778,16.529307870762192,45.38284902718542,BS,54.03197594113126,54.03197594113126,112.86083380503183,484.43046495988085
BTC-26JUN26-180000-C,BTC,C,180000.0,77653.43,2.3179916199451847,0.1668680761747091,medium,7.765343,11.879745749343755,16.89932047488326,31.024753872679437,BS,52.984172744768074,52.984172744768074,117.6249069085971,299.5284415985159
BTC-26JUN26-190000-C,BTC,C,190000.0,77653.43,2.4467689321643618,0.1668680617013968,medium,7.765343,11.798223406819147,17.21587783413361,21.071675574917474,BS,51.93434992915507,51.93434992915507,121.70144749734315,171.3553744492352
BTC-26JUN26-200000-C,BTC,C,200000.0,77653.43,2.575546244383539,0.16686804578009734,medium,7.765343,11.754359864199046,17.60745345780757,14.8377434724819,BS,51.36948701685227,51.36948701685227,126.74405313207117,91.07647237838562
BTC-26JUN26-210000-C,BTC,C,210000.0,77653.43,2.7043235566027155,0.16686803074983522,medium,7.765343,11.698838294475294,18.043900770275346,10.40330832311953,HESTON,33.971008403872574,50.654495164930836,132.36450431455955,33.971008403872574
BTC-26JUN26-230000-C,BTC,C,230000.0,77654.13,2.9618514816919586,0.1668680017211068,medium,7.765413000000001,11.624046516001329,19.236258313365056,4.593830093148576,HESTON,40.84242405202949,49.6899973768469,147.71713125065023,40.84242405202949
BTC-26JUN26-240000-C,BTC,C,240000.0,77654.16,3.0906264390729357,0.16686798737429334,medium,7.765416000000001,9.39269485882815,17.611430174050597,2.61046301142956,BS,20.955462770161308,20.955462770161308,126.79313219086517,66.38347499439104
BTC-26JUN26-250000-C,BTC,C,250000.0,77654.16,3.2194025407009748,0.16686797382557608,medium,7.765416000000001,6.210396656363201,15.020193345343925,1.201263232775354,BS,20.024932902973898,20.024932902973898,93.4241944712804,84.53060038540943
BTC-26JUN26-260000-C,BTC,C,260000.0,77654.23,3.3481756241739826,0.16686795974437219,medium,7.765423,6.133767715048336,15.656512540115546,0.20959327859634638,BS,21.01180173896083,21.01180173896083,101.6182832553429,97.30094189851157
BTC-26JUN26-280000-C,BTC,C,280000.0,77654.23,3.605727595264289,0.1668679451818896,medium,7.765423,4.431747823936895,14.62178121669724,0.0,BS,42.929730628493836,42.929730628493836,88.2934286605796,100.0
BTC-26JUN26-300000-C,BTC,C,300000.0,77654.23,3.8632795663545956,0.1668679302339215,medium,7.765423,4.441529203841206,15.721552102448179,0.0,BS,42.80376994477692,42.80376994477692,102.45583662922391,100.0
BTC-26JUN26-320000-C,BTC,C,320000.0,77654.23,4.120831537444902,0.16686791565429562,medium,7.765423,4.450951943080383,16.773013533059,0.0,BS,42.682427691570915,42.682427691570915,115.99613482818643,100.0
BTC-25SEP26-170000-C,BTC,C,170000.0,78168.94,2.174776835914623,0.41601102869397544,long,54.718258,70.39951221131957,66.38708205955464,328.70162138293966,MC,21.32528425805267,28.6581751402239,21.32528425805267,500.7165311858789
BTC-25SEP26-175000-C,BTC,C,175000.0,78168.92,2.2387414332959956,0.41601101459813167,long,46.901351999999996,58.865166099553676,57.47416092482529,292.38852117870994,MC,22.5426527679315,25.508463166592044,22.5426527679315,523.4117114123063
BTC-25SEP26-180000-C,BTC,C,180000.0,78169.22,2.3026966368603907,0.4160109999037632,long,46.901531999999996,55.088145819044826,54.74713148339293,260.496544973441,MC,16.727810689409743,17.45489639665679,16.727810689409743,455.4115907630502
BTC-25SEP26-190000-C,BTC,C,190000.0,78169.03,2.430630135745576,0.4160109855182586,long,31.267612,40.502223173450034,44.70657635183959,209.61894097075958,BS,29.534110802737455,29.534110802737455,42.98046282472607,570.4027828244754
BTC-25SEP26-200000-C,BTC,C,200000.0,78169.22,2.5585518187337675,0.4160109714351852,long,23.450765999999998,31.447562797119247,37.97267651798258,173.1273073303154,BS,34.10036498218971,34.10036498218971,61.925100945455604,638.258645070764
BTC-25SEP26-220000-C,BTC,C,220000.0,78169.22,2.814407000607144,0.4160109567173993,long,15.633844000000002,22.594380749992467,31.315633366251507,120.11074676471723,BS,44.522234902641124,44.522234902641124,100.3066767600566,668.2739239608457
BTC-25SEP26-240000-C,BTC,C,240000.0,78171.12,3.0701875577579036,0.4160109424493308,long,7.817112,12.741893241094957,20.83223115298208,85.19346743673704,BS,63.000008712871924,63.000008712871924,166.4952370259257,989.8330155271799
BTC-25SEP26-260000-C,BTC,C,260000.0,78164.85,3.3263033192029408,0.41601092801581874,long,7.816485000000001,13.88219815866347,23.622661737699943,62.02822722190618,BS,77.60154543459711,77.60154543459711,202.21591594815243,693.5565311250027
BTC-25SEP26-300000-C,BTC,C,300000.0,78164.54,3.8380575130359627,0.4160108989284673,long,7.816453999999999,13.098052189592536,25.802902521974985,29.185669716841467,BS,67.57025870800926,67.57025870800926,230.11007960866894,273.3875964323652
BTC-25SEP26-320000-C,BTC,C,320000.0,78158.72,4.094232863588349,0.4160108845666337,long,7.815872000000001,13.079466368250081,27.35089041794277,17.695340532569418,BS,67.3449407596501,67.3449407596501,249.94035749232805,126.40263981510209
BTC-25DEC26-45000-P,BTC,P,45000.0,78855.94,0.5706608785590533,0.6651552402752744,long,1379.9789500000002,1160.5394711796016,1172.7910375451027,1981.7225233410725,MC,15.01384586010515,15.901654066563736,15.01384586010515,43.60527190223244
BTC-25DEC26-50000-P,BTC,P,50000.0,78855.94,0.6340676428433927,0.6651552253285103,long,1955.627312,1640.4760571344523,1652.5366287399543,2692.4566675366154,MC,15.498386701813754,16.115097847720577,15.498386701813754,37.67739134217079
BTC-25DEC26-54000-P,BTC,P,54000.0,78855.94,0.684793054270864,0.6651552108552298,long,2586.4748320000003,2177.4799166968514,2189.861073779171,3388.498857127951,MC,15.334143341118322,15.812831822024428,15.334143341118322,31.00838311686887
BTC-25DEC26-55000-P,BTC,P,55000.0,78856.29,0.6974713114197992,0.6651551965185566,long,2783.6270369999997,2346.300723172495,2358.263981123097,3582.6002390299445,MC,15.280892527015027,15.710664827383797,15.280892527015027,28.702595261864634
BTC-25DEC26-56000-P,BTC,P,56000.0,78855.85,0.7101565705017446,0.6651551817530167,long,2980.75113,2514.263167896408,2525.0136463957515,3787.106916315774,MC,15.289350359291772,15.650013763597634,15.289350359291772,27.052100331360908
BTC-25DEC26-58000-P,BTC,P,58000.0,78855.85,0.7355193051625212,0.6651551675604293,long,3390.80155,2871.10814130785,2877.167426225965,4223.0312920671895,MC,15.14786743488528,15.326565150713408,15.14786743488528,24.54374665681008
BTC-25DEC26-60000-P,BTC,P,60000.0,78855.85,0.7608820398232977,0.6651551533060499,long,3863.9366500000006,3279.8638989615392,3276.441597347804,4695.26619027524,BS,15.116002252222774,15.116002252222774,15.204572586670034,21.51509239353702
BTC-25DEC26-220000-C,BTC,C,220000.0,78856.28,2.7898855994728637,0.665154545507548,long,110.398792,137.55666409380876,130.71860846315425,548.3858158497646,MC,18.405832251456385,24.599790995728252,18.405832251456385,396.73171772546624
BTC-25DEC26-230000-C,BTC,C,230000.0,78856.42,2.9166934030228613,0.6651545311714769,long,94.627704,117.53986388643261,115.10664927647613,483.26480126964543,MC,21.641595865494253,24.212951300638785,21.641595865494253,410.7011803537423
BTC-25DEC26-240000-C,BTC,C,240000.0,78856.42,3.043506159676029,0.6651545164814815,long,86.742062,106.81853010754116,107.73696753467344,428.2738548326364,BS,23.145020587060934,23.145020587060934,24.20383496840718,393.7326193982296
BTC-25DEC26-250000-C,BTC,C,250000.0,78856.42,3.170318916329197,0.665154501858443,long,78.85642,95.80413385664099,100.00928905079925,381.9472886357036,BS,21.491863131297347,21.491863131297347,26.82453635455332,384.3578856809675
BTC-26MAR27-40000-P,BTC,P,40000.0,79587.9,0.5025889613873467,0.9142989019592745,long,1480.3349399999997,1207.7691175034797,1219.526773773694,2280.4508764157913,MC,17.618186207663637,18.412442693308318,17.618186207663637,54.049655574284536
BTC-26MAR27-50000-P,BTC,P,50000.0,79587.9,0.6282362017341833,0.9142988870989872,long,2920.87593,2396.431325019663,2408.2419032890666,4035.3155708784757,MC,17.5506950310941,17.95504559415974,17.5506950310941,38.15429575190739
BTC-26MAR27-55000-P,BTC,P,55000.0,79587.9,0.6910598219076016,0.9142988731061615,long,4019.1889499999997,3309.2840093981704,3309.5996681476277,5185.729709318744,MC,17.6550366424642,17.662890434694027,17.6550366424642,29.024282606040323
BTC-26MAR27-56000-P,BTC,P,56000.0,79587.9,0.7036245459422853,0.9142988560641493,long,4257.952649999999,3510.981590234469,3506.4857754863833,5439.739776141109,BS,17.542963042708575,17.542963042708575,17.64854934480345,27.754820762065314
BTC-26MAR27-58000-P,BTC,P,58000.0,79588.51,0.7287484085328397,0.91429884166673,long,4799.187153,3967.893423547881,3953.429093306196,5975.278048425126,BS,17.32155264944132,17.32155264944132,17.622943901346197,24.50604358469215
BTC-26MAR27-60000-P,BTC,P,60000.0,79588.51,0.7538776639994894,0.914298827421572,long,5372.224425,4455.571252304169,4431.2173496205305,6543.517365883463,BS,17.062823519250706,17.062823519250706,17.516153476396692,21.80275521314362
BTC-26MAR27-62000-P,BTC,P,62000.0,79588.51,0.7790069194661391,0.9142988132130454,long,6000.973653999999,4988.463105471274,4954.589620649228,7149.3408607163665,BS,16.872437822716126,16.872437822716126,17.436904303909007,19.136348081630274
BTC-26MAR27-64000-P,BTC,P,64000.0,79588.51,0.8041361749327888,0.9142987979557065,long,6661.558286999999,5551.37968877317,5507.479567146006,7790.523145500952,BS,16.66544898951553,16.66544898951553,17.324455782458173,16.94745898574696
BTC-26MAR27-65000-P,BTC,P,65000.0,79588.51,0.8167008026661136,0.9142987835582554,long,7043.583134999999,5885.9478160180915,5838.003300788231,8124.4306337044145,HESTON,15.345137240357365,16.435318456447913,17.116002056129176,15.345137240357365
BTC-26MAR27-140000-C,BTC,C,140000.0,79591.4,1.7589840108353416,0.9142983577456777,long,1758.96994,2166.598295451957,2025.231562603171,4163.738226082999,MC,15.137360596575686,23.174265016260417,15.137360596575686,136.71457546812874
BTC-26MAR27-160000-C,BTC,C,160000.0,79594.17,2.0101974805441154,0.9142983207493915,long,994.927125,1244.0483292247618,1144.7700263627994,2896.722865363168,MC,15.06069113984598,25.039140854136605,15.06069113984598,191.14925028937847
BTC-26MAR27-170000-C,BTC,C,170000.0,79594.41,2.135828382922871,0.9142983055368912,long,772.065777,978.1624652202754,899.828782049134,2456.469608559963,MC,16.54820209044624,26.694187769998173,16.54820209044624,218.16843612794443
BTC-26MAR27-180000-C,BTC,C,180000.0,79594.41,2.2614653466242163,0.914298290494556,long,676.552485,850.7358597469056,780.7848129967936,2106.460265626741,MC,15.40639201063514,25.745729800535067,15.40639201063514,211.35208462455662
BTC-26MAR27-190000-C,BTC,C,190000.0,79594.78,2.3870912137705513,0.9142982697394287,long,509.406592,643.0023251111256,590.451967490059,1830.7070932593076,MC,15.909761821468345,26.22575663707266,15.909761821468345,259.38033037061825
BTC-26MAR27-200000-C,BTC,C,200000.0,79594.78,2.5127275934426856,0.9142982552836717,long,429.81181200000003,545.7869787104391,504.16297589952876,1606.657888285402,MC,17.29853899397458,26.982777921058883,17.29853899397458,273.8049638071375
ETH-28APR26-2000-P,ETH,P,2000.0,2316.38,0.8634161925072742,0.005331102266236976,short,0.463276,0.16960846092395876,0.17300848699145466,0.026938470012395743,MC,62.655417722598486,63.38932711300418,62.655417722598486,94.18522219748147
ETH-28APR26-2100-P,ETH,P,2100.0,2316.38,0.906587002132638,0.005331087726855021,short,1.15819,0.6389789462689706,0.6578904499990209,0.4221994014586806,MC,43.19667325749481,44.829523112013526,43.19667325749481,63.546620031369585
ETH-28APR26-2125-P,ETH,P,2125.0,2316.38,0.9173797045389789,0.005331073400417015,short,1.3898279999999998,0.8263053980124724,0.8661998043888612,0.8432750172735436,MC,37.675755245335296,40.54621161665526,37.675755245335296,39.325224612430915
ETH-28APR26-2150-P,ETH,P,2150.0,2316.38,0.9281724069453198,0.005331058720086445,short,2.084742,1.2830683880539056,1.3544618324695374,1.5904589611295858,HESTON,23.709554413467664,38.45433209222505,35.02976231737369,23.709554413467664
ETH-28APR26-2450-C,ETH,C,2450.0,2316.38,1.057684835821411,0.005330889768201637,short,3.242932,2.3825392743236193,2.2043352548711397,2.5582928654128625,HESTON,21.111732672382203,26.531321830873445,32.026473115343165,21.111732672382203
ETH-28APR26-2475-C,ETH,C,2475.0,2316.38,1.0684775382277518,0.005330875511794306,short,2.084742,1.4868049531974066,1.360813396361536,1.39793556983288,BS,28.681584906074388,28.681584906074388,34.72509325559056,32.94443294024488
ETH-28APR26-2500-C,ETH,C,2500.0,2316.38,1.0792702406340928,0.0053308616628957835,short,1.3898279999999998,0.8308148503642201,0.7526674213935011,0.7598509297338719,BS,40.221750435002015,40.221750435002015,45.844563399679586,45.327700281338984
ETH-28APR26-2550-C,ETH,C,2550.0,2316.38,1.1008556454467746,0.005330847627512865,short,0.6949139999999999,0.39526491985326473,0.3561024407630385,0.23141327355123684,BS,43.12031131143353,43.12031131143353,48.75589774230502,66.69900540912445
ETH-28APR26-2600-C,ETH,C,2600.0,2316.38,1.1224410502594566,0.0053308334399320605,short,0.463276,0.22808329475987144,0.20251431220464314,0.06997212612358611,BS,50.76729751597937,50.76729751597937,56.28646590700941,84.89623332018363
ETH-29APR26-2000-P,ETH,P,2000.0,2316.38,0.8634161925072742,0.008068662751001343,short,0.926552,0.5801798508241625,0.5868858746656552,0.21014644647043143,MC,36.659154082484825,37.38291527899541,36.659154082484825,77.31951941494579
ETH-29APR26-2100-P,ETH,P,2100.0,2316.38,0.906587002132638,0.008068648130276067,short,2.5480180000000003,1.8212650847119534,1.9223903879376896,1.74255832519467,MC,24.553500487920836,28.522283409616684,24.553500487920836,31.61122389266207
ETH-29APR26-2475-C,ETH,C,2475.0,2316.38,1.0684775382277518,0.008068454026129997,short,4.8643979999999996,4.043796606413565,3.788491641840401,3.7835660095370267,BS,16.869536448013395,16.869536448013395,22.117975506107822,22.219234332038067
ETH-29APR26-2500-C,ETH,C,2500.0,2316.38,1.0792702406340928,0.00806843975210409,short,3.242932,2.6951413236834014,2.4822318275442883,2.3810767567367646,BS,16.891833572723655,16.891833572723655,23.45717309076206,26.576420451099054
ETH-29APR26-2550-C,ETH,C,2550.0,2316.38,1.1008556454467746,0.008068424832370016,short,1.621466,1.2373820972179885,1.1259213241180939,0.963594728908412,BS,23.68744721024132,23.68744721024132,30.56152123337191,40.57262200327284
ETH-29APR26-2600-C,ETH,C,2600.0,2316.38,1.1224410502594566,0.00806841036057875,short,0.6949139999999999,0.47209909257874116,0.4250938498874723,0.3971469573906499,BS,32.06366649992068,32.06366649992068,38.82784777864997,42.84948103065272
ETH-1MAY26-1800-P,ETH,P,1800.0,2315.44,0.7773900424973224,0.013544089512922403,short,0.9261760000000001,0.7477993727048862,0.7541198505046923,0.07104843755781158,MC,18.577046856678187,19.259474149094117,18.577046856678187,92.32884057049507
ETH-1MAY26-1900-P,ETH,P,1900.0,2315.44,0.8205783781916179,0.013544075944336705,short,1.3892639999999998,1.1094154349658538,1.1409639580980004,0.35492988631200095,MC,17.872775937618727,20.143656283769396,17.872775937618727,74.45194820336516
ETH-1MAY26-2700-C,ETH,C,2700.0,2315.44,1.1660850637459834,0.013543882632741398,short,1.3892639999999998,1.1089372315148225,1.0094047138444209,0.622796750030823,BS,20.178077635724915,20.178077635724915,27.342483945137786,55.17074148392076
ETH-1MAY26-2800-C,ETH,C,2800.0,2315.44,1.2092733994402791,0.013543867974845997,short,0.6946319999999999,0.522444063403043,0.4643117947503166,0.187360834690807,BS,24.788368027524932,24.788368027524932,33.157154471674694,73.02732458469995
ETH-26JUN26-5800-C,ETH,C,5800.0,2320.12,2.499870696343293,0.16686198137621364,medium,0.464024,0.5921568011052578,0.7967911275368086,0.7406295124403395,BS,27.613399545122196,27.613399545122196,71.71334403755164,59.610173706605586
ETH-26JUN26-6000-C,ETH,C,6000.0,2320.07,2.5861288668014324,0.1668619671488643,medium,0.46401400000000004,0.5898920730289641,0.8076192265397042,0.5672198017655432,HESTON,22.241958597271452,27.128076529795226,74.05061626151455,22.241958597271452
ETH-26JUN26-8000-C,ETH,C,8000.0,2320.34,3.4477705853452507,0.16686182585019138,medium,0.46406800000000004,0.3943849337062062,0.714000643434991,0.004701907250397967,BS,15.015701641525345,15.015701641525345,53.85690102204654,98.98680640544102
ETH-26JUN26-8500-C,ETH,C,8500.0,2320.37,3.663208884789926,0.166861811340216,medium,0.464074,0.3929793604606764,0.7502324048718338,0.0,BS,15.319677365963964,15.319677365963964,61.662235951989096,100.0
ETH-25SEP26-8500-C,ETH,C,8500.0,2338.35,3.6350418029807345,0.4160049847837288,long,1.6368449999999999,1.9093300129494484,2.3955309106389895,18.921556360964196,BS,16.64696492028558,16.64696492028558,46.35050421017199,1055.977283185897
ETH-25SEP26-13000-C,ETH,C,13000.0,2338.33,5.559523249498574,0.4160049132084823,long,0.467666,0.5531687443671456,1.3395219971211636,8.03311800292139,BS,18.282865200195342,18.282865200195342,186.4270648542258,1617.704088584885
ETH-25SEP26-14000-C,ETH,C,14000.0,2338.22,5.987460546911754,0.41600489919502753,long,0.233822,0.34000770473309805,1.1434561406983104,6.890795710234631,BS,45.41305126681751,45.41305126681751,389.0284663967935,2847.026246561329
ETH-25SEP26-15000-C,ETH,C,15000.0,2338.22,6.415136300262594,0.4160048851036518,long,0.233822,0.3367519521095481,1.2128345258683313,5.834382364298056,BS,44.02064481081682,44.02064481081682,418.6999195406469,2395.2238729880237
ETH-25DEC26-10000-C,ETH,C,10000.0,2356.64,4.243329486047933,0.6651486790780035,long,4.948943999999999,5.711099433586401,6.005785913047066,47.192789844567336,BS,15.400364877565847,15.400364877565847,21.354897389161547,853.5931270300764
ETH-25DEC26-11000-C,ETH,C,11000.0,2356.63,4.667682241166411,0.6651486644279982,long,3.2992820000000003,3.9826203389402473,4.796205044204757,41.216074653630066,BS,20.711728762204835,20.711728762204835,45.37117603783964,1149.2437643593385
