moneyness,tte_days,implied_vol_pct
0.3580171221688677,1.9356912089930463,161.08
0.3908731238868967,1.9356912089930463,161.08
0.4237291256049257,1.9356912089930463,161.08
0.45658512732295475,1.9356912089930463,161.08
0.4894411290409837,1.9356912089930463,161.08
0.5222971307590127,1.9356912089930463,161.08
0.5551531324770418,1.9356912089930463,161.08
0.5880091341950707,1.9356912089930463,161.08
0.6208651359130997,1.9356912089930463,161.08
0.6537211376311287,1.9356912089930463,161.08
0.6865771393491578,1.9356912089930463,161.08
0.7194331410671867,1.9356912089930463,161.08
0.7522891427852157,1.9356912089930463,161.08
0.7851451445032447,1.9356912089930463,122.8
0.8180011462212737,1.9356912089930463,112.72999999999999
0.8508571479393028,1.9356912089930463,104.08999999999999
0.8837131496573317,1.9356912089930463,94.32000000000001
0.9165691513753608,1.9356912089930463,78.82
0.9494251530933897,1.9356912089930463,72.8
0.9822811548114188,1.9356912089930463,69.79
1.0151371565294478,1.9356912089930463,69.2
1.0479931582474769,1.9356912089930463,70.49
1.0808491599655057,1.9356912089930463,76.23
1.1137051616835347,1.9356912089930463,83.94
1.1465611634015638,1.9356912089930463,94.13
1.1794171651195926,1.9356912089930463,94.13
1.2122731668376217,1.9356912089930463,116.29
1.2451291685556507,1.9356912089930463,116.29
1.2779851702736797,1.9356912089930463,116.29
1.3108411719917088,1.9356912089930463,116.29
1.3436971737097378,1.9356912089930463,116.29
1.3765531754277667,1.9356912089930463,116.29
1.4094091771457957,1.9356912089930463,116.29
1.4422651788638248,1.9356912089930463,116.29
1.4751211805818538,1.9356912089930463,116.29
1.5079771822998826,1.9356912089930463,116.29
1.5408331840179117,1.9356912089930463,116.29
1.5736891857359407,1.9356912089930463,116.29
1.6065451874539698,1.9356912089930463,116.29
1.6394011891719986,1.9356912089930463,116.29
1.6722571908900277,1.9356912089930463,116.29
1.7051131926080567,1.9356912089930463,116.29
1.7379691943260858,1.9356912089930463,116.29
1.7708251960441148,1.9356912089930463,116.29
1.8036811977621436,1.9356912089930463,116.29
1.8365371994801727,1.9356912089930463,116.29
1.8693932011982017,1.9356912089930463,116.29
1.9022492029162308,1.9356912089930463,116.29
1.9351052046342598,1.9356912089930463,116.29
1.9679612063522887,1.9356912089930463,116.29
2.000817208070318,1.9356912089930463,116.29
2.033673209788347,1.9356912089930463,116.29
2.066529211506376,1.9356912089930463,116.29
2.0993852132244046,1.9356912089930463,116.29
2.1322412149424337,1.9356912089930463,116.29
2.1650972166604627,1.9356912089930463,116.29
2.197953218378492,1.9356912089930463,116.29
2.230809220096521,1.9356912089930463,116.29
2.2636652218145494,1.9356912089930463,116.29
2.2965212235325785,1.9356912089930463,116.29
2.3293772252506075,1.9356912089930463,116.29
2.3622332269686366,1.9356912089930463,116.29
2.3950892286866656,1.9356912089930463,116.29
2.4279452304046947,1.9356912089930463,116.29
